Resumen,Clave de incidencia,ID de la incidencia,Tipo de Incidencia,Estado,Clave del proyecto,Nombre del proyecto,Tipo de proyecto,Responsable del proyecto,ID del responsable del proyecto,Descripción del proyecto,Prioridad,Resolución,Persona asignada,ID de la persona asignada,Informador,ID del informador,Creador,ID del creador,Creada,Actualizada,Vista por Última Vez,Resuelta,Fecha de vencimiento,Votos,Descripción,Entorno,Interesados,ID de los interesados,Registrar Horas de Trabajo,Estimación original,Trabajo restante estimado,Tiempo Trabajado,Relación de trabajo,Σ Estimación original,Σ Trabajo restante estimado,Σ Tiempo empleado,Nivel de Seguridad,Campo personalizado (Casos de prueba),Campo personalizado (Criterios de aceptacion),Campo personalizado (Issue color),Campo personalizado (Rank),Sprint,Campo personalizado (Start date),Campo personalizado (Team),Campo personalizado (Tipo),Campo personalizado (development),Comentario,Categoría de estado,Categoría de estado cambiada,Principal,Clave principal,Parent summary
[FRONTEND] Definir tipos para detalle de cotización,DUMI-303,11791,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 9:49 AM,04/dic/25 1:47 PM,,,,0,"Modificar types.ts:

* Definir interface {{QuotationVariantSize}} con: id, size
* Definir interface {{QuotationVariantGender}} con: id, gender
* Definir interface {{QuotationClothesVariant}} con:
** id: string
** {{clothesId: string}}
** {{sizeId: string}}
** {{genderId: string}}
** additional: string
** gender: QuotationVariantGender
** size: QuotationVariantSize
* Definir interface {{QuotationDetailFull}} con:
** id: string
** unitPrice: string
** quantity: number
** customizations: Customization[]
** quoteId: string
** clothesVariantId: string
** {{clothesVariant: QuotationClothesVariant}}
* Definir interface {{QuotationCustomerFull}} extendiendo QuotationCustomer con:
** {{reference: string}}
** createdAt: string
** updatedAt: string
* Definir interface {{QuotationWithDetails}} con:
** id: string
** total: string
** customerId: string
** status: QuotationStatus
** createdAt: string
** updatedAt: string
** customer: QuotationCustomerFull
** details: QuotationDetailFull[]",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001h3:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,04/dic/25 9:49 AM,10527,DUMI-94,Listar cotizaciones
[FRONTEND] Crear query para obtener cotización por ID,DUMI-304,11793,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 9:50 AM,04/dic/25 1:47 PM,,,,0,"Modificar queries.ts:

* Crear función async {{getQuotationById(id: string)}}:
** GET a /quotes/{id}
** Retorna {{QuotationWithDetails | null}}
** En caso de error, retornar {{null}}",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001hb:,Tablero Sprint 2,,,Integración,{},,Por hacer,04/dic/25 9:50 AM,10527,DUMI-94,Listar cotizaciones
[FRONTEND] Crear componente QuotationDetail para mostrar información,DUMI-305,11795,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 9:50 AM,04/dic/25 1:47 PM,,,,0,"Crear {{quotation-detail.tsx}}:

* Recibir props: {{quotation: QuotationWithDetails}}
* Layout de 2 columnas en desktop (grid md:grid-cols-3):
** Columna izquierda (md:col-span-2): Detalles de la cotización
** Columna derecha (md:col-span-1): Información del cliente y resumen
* *Card Información del cliente*:
** Nombre completo: customer.names customer.lastNames
** Teléfono: customer.phone
** Referencia: customer.reference (si existe)
* *Card Estado y fechas*:
** Badge de estado con color según QUOTATION_STATUSES
** Fecha de creación: format(createdAt, 'dd/MM/yyyy HH:mm')
** Fecha de actualización: format(updatedAt, 'dd/MM/yyyy HH:mm')
* *Card Resumen*:
** Total de prendas (diferentes variantes): details.length
** Total de unidades: suma de quantity de todos los details
** *Total*: S/ {total} destacado
* *Card Detalle de prendas* (tabla):
** Columnas: Variante (talla/género), Cantidad, Precio unitario, Subtotal
** Por cada detail:
*** Variante: Talla {size.size} - {gender.gender}
*** Cantidad: quantity
*** Precio unitario: S/ {unitPrice}
*** Subtotal: S/ {unitPrice * quantity}
** Si tiene customizations, mostrar expandible/acordeón con tabla:
*** Columnas: #, Nombre, Número, Notas
*** Listar cada customization",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001hj:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,04/dic/25 9:50 AM,10527,DUMI-94,Listar cotizaciones
[FRONTEND] Crear página de detalle de cotización,DUMI-306,11797,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 9:50 AM,04/dic/25 1:47 PM,,,,0,"Crear page.tsx:

* Componente async Server Component
* Recibir params: Promise<{ id: string }>
* Resolver params con {{await}}
* Obtener cotización con getQuotationById(id)
* Si no existe, llamar {{notFound()}}
* Breadcrumb: Home > Cotizaciones > Detalle
* Header con:
** Título: ""Cotización #{id.slice(0,8)}..."" (mostrar parte del UUID)
** Badge de estado
** Botones de acción (preparar para futuras historias):
*** ""Editar"" (Edit icon) → solo si status === 'PENDING'
*** ""Volver"" → {{/admin/quotations}}
* Renderizar <QuotationDetail quotation={quotation} />",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001hr:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,04/dic/25 9:50 AM,10527,DUMI-94,Listar cotizaciones
[Backend] Endpoint de Detalle Contextual,DUMI-307,11799,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,04/dic/25 9:50 AM,04/dic/25 10:24 AM,,,,0,"En {{ClothesController}}, configurar {{GET /clothes/:id}} con {{@UseGuards(OptionalAuthGuard)}}. Debe capturar el contexto del usuario (Admin vs Público) antes de llamar al servicio.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i001hz:,Tablero Sprint 3,,,Integración,{},,Por hacer,04/dic/25 9:50 AM,10567,DUMI-102, Ver detalle de prenda
[Backend] Validación de Visibilidad en Servicio,DUMI-308,11801,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,04/dic/25 9:50 AM,04/dic/25 10:24 AM,,,,0,,,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i001i7:,Tablero Sprint 3,,,Validación,{},,Por hacer,04/dic/25 9:50 AM,10567,DUMI-102, Ver detalle de prenda
[Backend] Carga de Relaciones (Eager/Lazy),DUMI-309,11803,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Carlos Alonso Díaz Uceda,712020:c7bec43b-2b9d-4bf8-b9a1-40b1314cdadf,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,04/dic/25 9:51 AM,04/dic/25 10:24 AM,,,,0,"Asegurar que {{getClothesById}} utilice {{leftJoinAndSelect}} para traer en una sola consulta: Imágenes, Variantes, Tallas y Géneros. Esto es vital para cumplir el criterio de ""mostrar variantes disponibles"".",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i001if:,Tablero Sprint 3,,,Desarrollo,{},,Por hacer,04/dic/25 9:51 AM,10567,DUMI-102, Ver detalle de prenda
[Backend] Recepción de Query Params en Controller,DUMI-310,11805,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,04/dic/25 9:52 AM,04/dic/25 10:21 AM,,,,0,"En {{ClothesController}}, actualizar el método {{getAllClothes}} (o {{search}}) para recibir {{@Query('name') name?: string}}. Pasar este parámetro al método de búsqueda del servicio junto con los filtros de contexto.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i001in:,Tablero Sprint 3,,,Integración,{},,Por hacer,04/dic/25 9:52 AM,10566,DUMI-101,Búsqueda en el catálogo
[Backend] Implementar Búsqueda Insensible (ILIKE),DUMI-311,11807,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Alba Malca,712020:1eb62840-a0a3-45d0-b3ba-550c72b01b58,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,04/dic/25 9:52 AM,04/dic/25 10:21 AM,,,,0,"En {{ClothesService}}, agregar la lógica condicional al {{QueryBuilder}}. Si llega el parámetro {{name}}, agregar {{.andWhere('clothes.name ILIKE :name', { name: %name% })}} para búsqueda parcial e insensible a mayúsculas.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i001iv:,Tablero Sprint 3,,,Desarrollo,{},,Por hacer,04/dic/25 9:52 AM,10566,DUMI-101,Búsqueda en el catálogo
[Backend] Integración de Filtros Cruzados,DUMI-312,11809,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,04/dic/25 9:52 AM,04/dic/25 10:21 AM,,,,0,"Asegurar que la búsqueda por nombre respete los filtros de estado. Ejemplo: Buscar ""Camiseta"" siendo anónimo solo debe traer camisetas activas ({{isInEcommerce: true}}), mientras que al admin le trae todas.",,Dev Eddu,712020:aa3f28f3-889e-4443-8709-452953e2c2ad,,,,,,,,,,,,,0|i001j3:,Tablero Sprint 3,,,Integración,{},,Por hacer,04/dic/25 9:52 AM,10566,DUMI-101,Búsqueda en el catálogo
[FRONTEND] Crear Server Action para cancelar cotización,DUMI-313,11811,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:00 AM,04/dic/25 1:43 PM,04/dic/25 10:19 AM,,,0,"Crear {{actions/cancel-quotation.ts}}:

* Recibir id: string
* Hacer PATCH a {{/quotes/{id}/cancel}}
* Manejar respuestas de error:
** 404: Cotización no encontrada
** 400: No se puede cancelar (estado no es PENDING)
* Ejecutar revalidatePath('/admin/quotations')
* Ejecutar revalidatePath('/admin/quotations/[id]')
* Retornar ActionResponse<{ success: boolean }>",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001jb:,Tablero Sprint 2,,,Integración,{},,Por hacer,04/dic/25 10:00 AM,10526,DUMI-93,Cancelar cotización
[FRONTEND] Crear componente CancelQuotationDialog,DUMI-314,11813,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:00 AM,04/dic/25 1:44 PM,04/dic/25 10:18 AM,,,0,"Crear {{cancel-quotation-dialog.tsx}} como {{'use client'}}:

* Recibir props: quotationId: string, disabled?: boolean, {{trigger?: ReactNode}}
* Usar AlertDialog para confirmación de acción destructiva
* Contenido del dialog:
** Título: ""¿Cancelar cotización?""
** Descripción: ""Esta acción no se puede deshacer. La cotización será cancelada permanentemente y no podrá convertirse en orden.""
* Botones:
** ""Cancelar"" (cerrar dialog)
** ""Sí, cancelar cotización"" (variant destructive)
* Estado isPending con useTransition
* Al confirmar:
** Llamar a {{cancelQuotation(quotationId)}}
** Toast de éxito: ""Cotización cancelada exitosamente""
** Toast de error si falla
** Cerrar dialog en éxito",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001jj:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,04/dic/25 10:00 AM,10526,DUMI-93,Cancelar cotización
[FRONTEND] Agregar botón cancelar en página de detalle,DUMI-315,11815,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:00 AM,04/dic/25 1:44 PM,04/dic/25 10:24 AM,,,0,"Modificar page.tsx:

* Importar {{CancelQuotationDialog}}
* En la sección de botones del header, agregar:
** <CancelQuotationDialog quotationId={id} /> solo si status === 'PENDING'
* El botón debe mostrarse junto a ""Editar"" y ""Volver""",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001jr:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,04/dic/25 10:00 AM,10526,DUMI-93,Cancelar cotización
[FRONTEND] Agregar opción Cancelar en tabla de cotizaciones,DUMI-316,11817,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:01 AM,04/dic/25 1:44 PM,04/dic/25 10:18 AM,,,0,"Modificar quotations-table.tsx:

* Agregar import de {{CancelQuotationDialog}}
* En DropdownMenu de acciones, agregar:
** Separador ({{DropdownMenuSeparator}}) antes de la opción cancelar
** {{CancelQuotationDialog}} con trigger personalizado:
*** <DropdownMenuItem> con icono {{XCircle}} y texto ""Cancelar""
*** Clase text-destructive para indicar acción peligrosa
** Solo mostrar si quotation.status === 'PENDING'",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001jz:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,04/dic/25 10:01 AM,10526,DUMI-93,Cancelar cotización
[FRONTEND] Definir schema y tipos para actualizar cotización,DUMI-318,11821,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:14 AM,04/dic/25 1:42 PM,04/dic/25 10:14 AM,,,0,"Modificar schemas.ts:

* Modificar customizationSchema: hacer name opcional (sin .min(1)) para permitir personalizaciones vacías
* Crear schema updateQuotationSchema que valide:
** details: array de quotationDetailSchema, mínimo 1 elemento
* Exportar tipo inferido UpdateQuotationInput

Modificar types.ts:

* Agregar interface UpdateQuotationInput con details: QuotationDetailInput[]",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001kf:,Tablero Sprint 2,,,Validación,{},,Por hacer,04/dic/25 10:14 AM,10525,DUMI-92,Editar cotización
[FRONTEND] Crear Server Action para actualizar cotización,DUMI-319,11823,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:14 AM,04/dic/25 1:42 PM,04/dic/25 10:15 AM,,,0,"Crear {{actions/update-quotation.ts}}:

* Recibir id: string y data: UpdateQuotationInput
* Parsear y validar datos con updateQuotationSchema
* Si validación falla, retornar { success: false, error: mensaje }
* Hacer PUT a /quotes/{id} con body: { details }
* Manejar respuestas de error (404 cotización no encontrada, 400 errores de validación)
* Ejecutar revalidatePath('/admin/quotations') y revalidatePath('/admin/quotations/[id]')
* Retornar ActionResponse<CreateQuotationResponse>",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001kn:,Tablero Sprint 2,,,Integración,{},,Por hacer,04/dic/25 10:14 AM,10525,DUMI-92,Editar cotización
[FRONTEND] Crear componente EditQuotationForm,DUMI-320,11825,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:14 AM,04/dic/25 1:42 PM,04/dic/25 10:15 AM,,,0,"Crear edit-quotation-form.tsx como {{'use client'}}:

* Recibir props: quotation: QuotationWithDetails, clothes: ClothesWithVariants[]
* Verificar estado: si quotation.status !== 'PENDING', mostrar Alert de restricción
* Usar useMemo para calcular items iniciales desde quotation.details:
** Mapear cada detail a formato con variantInfo (clothesName, size, gender, unitPrice, etc.)
* Estados: items (lista de artículos), expandedItems (set de índices expandidos)
* Mostrar Card con información del cliente (solo lectura):
** Nombre completo y teléfono
* Reutilizar ClothesVariantSelector:
** Prop excludeVariantIds con IDs de variantes ya agregadas
** Al seleccionar, agregar items con quantity=1 y customizations vacías
* Mostrar lista de items con:
** Imagen, nombre, talla, género, precio unitario
** Input de cantidad con QuantityInput (estado local)
** Subtotal calculado
** Collapsible para personalizaciones (nombre, número, notas)
** Botón eliminar item
* Personalizaciones opcionales:
** Mostrar inputs para cada unidad de la cantidad
** No requerir que todas las personalizaciones estén llenas
** Filtrar personalizaciones vacías (sin nombre) al enviar con .filter(c => c.name.trim() !== '')
* Mostrar resumen de la cotización:
** Lista de items con cantidad, nombre, talla, género y subtotal
** Total de unidades
* Mostrar total estimado calculado en tiempo real
* Botón ""Guardar cambios"":
** Transforma items a formato { details: [...] }
** Filtra customizations vacías antes de enviar
** Llama a updateQuotation(id, data)
** Toast de éxito/error
** Redirige a /admin/quotations/[id] en éxito",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001kv:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,04/dic/25 10:14 AM,10525,DUMI-92,Editar cotización
[FRONTEND] Crear página de edición de cotización,DUMI-321,11827,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:14 AM,04/dic/25 1:42 PM,04/dic/25 10:15 AM,,,0,"Crear page.tsx:

* Componente async Server Component
* Recibir params: Promise<{ id: string }>
* Obtener cotización con getQuotationById(id) y prendas con getClothesWithVariants() en paralelo
* Si cotización no existe, llamar {{notFound()}}
* Breadcrumb: Inicio > Cotizaciones > Detalle > Editar
* Header con título ""Editar cotización"" y badge de estado
* Si status !== 'PENDING':
** Mostrar Alert destructive ""Solo se pueden editar cotizaciones en estado pendiente""
** Botón ""Volver al detalle""
* Si status === 'PENDING':
** Renderizar <EditQuotationForm quotation={quotation} clothes={clothes} />",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001l3:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,04/dic/25 10:14 AM,10525,DUMI-92,Editar cotización
[FRONTEND] Agregar opción Editar en tabla de cotizaciones,DUMI-322,11829,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:14 AM,04/dic/25 1:42 PM,04/dic/25 10:15 AM,,,0,"Modificar quotations-table.tsx:

* Agregar import de icono Edit
* En DropdownMenu de acciones, agregar item ""Editar"":
** Icono Edit con clase {{mr-2 h-4 w-4}}
** Link a {{/admin/quotations/[id]/edit}}
** Renderizado condicional: solo mostrar si quotation.status === 'PENDING'",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001lb:,Tablero Sprint 2,,,Desarrollo,{},,Por hacer,04/dic/25 10:14 AM,10525,DUMI-92,Editar cotización
[FRONTEND] Crear módulo de órdenes con tipos base,DUMI-323,11863,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:50 AM,04/dic/25 10:52 AM,04/dic/25 11:16 AM,,,0,"Crear types.ts:

* Definir tipo {{OrderStatus}} con valores: {{'IN_PRODUCTION' | 'DONE' | 'CANCELLED'}}
* Definir interface {{OrderAddress}} con:
** id: string
** department: string
** city: string
** district: string
** street: string
* Definir interface {{CreateOrderInput}} con:
** quoteId: string
** deliveryDate: string (ISO date)
** address: Omit<OrderAddress, 'id'> (sin id)
* Definir interface {{Order}} con:
** id: string
** total: string
** status: OrderStatus
** deliveryDate: string
** quoteId: string
** addressId: string
** {{address: OrderAddress}}
** {{cancellationReason: string | null}}
** createdAt: string",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001lj:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 10:50 AM,10528,DUMI-95,Generar orden desde cotización
[FRONTEND] Crear constantes de ubicación para La Libertad,DUMI-324,11865,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:51 AM,04/dic/25 10:52 AM,04/dic/25 11:16 AM,,,0,"Crear constants.ts:

* Exportar constante {{DEPARTMENT = 'La Libertad'}} (fijo, no editable)
* Exportar array {{LA_LIBERTAD_CITIES}} con las 12 provincias:
** Trujillo, Ascope, Bolívar, Chepén, Julcán, Otuzco, Pacasmayo, Pataz, Sánchez Carrión, Santiago de Chuco, Gran Chimú, Virú
* Exportar objeto {{LA_LIBERTAD_DISTRICTS}} como Record<string, string[]> con distritos por ciudad:
** Trujillo: Trujillo, El Porvenir, Florencia de Mora, Huanchaco, La Esperanza, Laredo, Moche, Poroto, Salaverry, Simbal, Víctor Larco Herrera
** (incluir distritos de las demás provincias principales)
* Exportar constantes de validación:
** {{MIN_DELIVERY_DAYS = 7}}
** {{MAX_DELIVERY_DAYS = 60}}
* Exportar array {{ORDER_STATUSES}} con opciones:
** { value: 'IN_PRODUCTION', label: 'En producción', color: 'blue' }
** { value: 'DONE', label: 'Completada', color: 'green' }
** { value: 'CANCELLED', label: 'Cancelada', color: 'red' }",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001lr:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 10:51 AM,10528,DUMI-95,Generar orden desde cotización
[FRONTEND] Crear schema de validación para crear orden,DUMI-325,11867,Subtarea,Tareas por hacer,DUMI,dumi,software,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,Medium,,,,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,04/dic/25 10:51 AM,04/dic/25 10:53 AM,04/dic/25 11:16 AM,,,0,"Crear schemas.ts:

* Crear schema {{orderAddressSchema}} que valide:
** {{department}}: string, debe ser 'La Libertad'
** {{city}}: string, mínimo 1 caracter, requerido
** {{district}}: string, mínimo 1 caracter, requerido
** {{street}}: string, mínimo 5 caracteres, requerido
* Crear schema {{createOrderSchema}} que valide:
** quoteId: string UUID, requerido
** {{deliveryDate}}: string (fecha ISO), requerido
** {{address}}: orderAddressSchema
* Agregar validación personalizada con {{.refine()}} para deliveryDate:
** Fecha debe estar entre 7 y 60 días desde hoy
** Mensaje de error: ""La fecha debe estar entre 7 y 60 días a partir de hoy""
* Exportar tipo inferido {{CreateOrderInput}}",,Jeancarlo Morales,712020:ad2c091b-8d96-44d1-ba61-1a91939fc268,,,,,,,,,,,,,0|i001lz:,Tablero Sprint 2,,,,{},,Por hacer,04/dic/25 10:51 AM,10528,DUMI-95,Generar orden desde cotización
